utt_id,seg_id,speaker,type,language,source_wav,audio_path,start_sec,end_sec,duration_sec,rms_dbfs,peak,clip_ratio,silence_ratio,text,keep,qc_reason,split
bambam__101c236931__r0000__u010,bambam__101c236931__r0000,bambam,song,"ko, en",/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__101c236931__r0000/bambam__101c236931__r0000__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__101c236931__r0000__u010.wav,159.30933333333334,168.392,9.082666666666654,-25.000001907348633,0.31041911244392395,0.0,0.17142857142857143,"Wherever you go, getting tired to wait, I say, wondering where you are.",True,ok,train
bambam__101c236931__r0000__u011,bambam__101c236931__r0000,bambam,song,"ko, en",/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__101c236931__r0000/bambam__101c236931__r0000__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__101c236931__r0000__u011.wav,179.23466666666667,191.23466666666667,12.0,-25.0,0.6008843779563904,0.0,0.1447587354409318,[SINGING],True,ok,val
bambam__813225360d__r0001__u000,bambam__813225360d__r0001,bambam,song,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__813225360d__r0001/bambam__813225360d__r0001__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__813225360d__r0001__u000.wav,31.88533333333333,41.992000000000004,10.106666666666673,-25.0,0.47828179597854614,0.0,0.28063241106719367,"Yeah, yeah, fire myself in you 몰랐던 문은 wide open 너를 속에 닿게 된 모습",True,ok,val
bambam__813225360d__r0001__u001,bambam__813225360d__r0001,bambam,song,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__813225360d__r0001/bambam__813225360d__r0001__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__813225360d__r0001__u001.wav,42.46666666666666,54.46666666666666,12.0,-25.0,0.33746227622032166,0.0,0.1281198003327787,멜틴 슬로우 리 서로가 내 꿈을 꿨던 만큼 닮아가는 너와 나의 마음 몰들어갈수록 선명해져,True,ok,train
bambam__813225360d__r0001__u003,bambam__813225360d__r0001,bambam,song,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__813225360d__r0001/bambam__813225360d__r0001__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__813225360d__r0001__u003.wav,66.46666666666667,78.46666666666667,12.0,-25.000001907348633,0.344592422246933,0.0,0.09650582362728785,Just begin it until I know. Hold me too deep.,True,ok,train
bambam__813225360d__r0001__u004,bambam__813225360d__r0001,bambam,song,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__813225360d__r0001/bambam__813225360d__r0001__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__813225360d__r0001__u004.wav,79.88533333333334,91.88533333333334,12.0,-25.000001907348633,0.40217727422714233,0.0,0.23460898502495842,아주 작은 탱글 없이 완벽히 맞춘 퍼소같이 You said I should feel the same 우리 더 가까워지면,True,ok,train
bambam__813225360d__r0001__u005,bambam__813225360d__r0001,bambam,song,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__813225360d__r0001/bambam__813225360d__r0001__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__813225360d__r0001__u005.wav,91.88533333333334,103.88533333333334,12.0,-25.000001907348633,0.36145302653312683,0.0,0.1480865224625624,"I was so like this till I met you No, no, melting slowly The more we dream about each other The more we resemble, you and I",True,ok,train
bambam__813225360d__r0001__u006,bambam__813225360d__r0001,bambam,song,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__813225360d__r0001/bambam__813225360d__r0001__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__813225360d__r0001__u006.wav,103.88533333333334,115.88533333333334,12.0,-25.000001907348633,0.36104273796081543,0.0,0.22795341098169716,물들어갈수록 선명해져 이제 우린 인성하신 새 꿈을 꿔,True,ok,train
bambam__813225360d__r0001__u007,bambam__813225360d__r0001,bambam,song,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__813225360d__r0001/bambam__813225360d__r0001__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__813225360d__r0001__u007.wav,120.54666666666667,132.25333333333333,11.706666666666663,-25.0,0.3203543722629547,0.0,0.09385665529010238,"Just beginning, until I know",True,ok,train
bambam__813225360d__r0001__u008,bambam__813225360d__r0001,bambam,song,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__813225360d__r0001/bambam__813225360d__r0001__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__813225360d__r0001__u008.wav,139.40533333333335,151.40533333333335,12.0,-25.000001907348633,0.3633344769477844,0.0,0.17803660565723795,이제 우린 In slow motion 새 꿈을 꿔 No I'm not finished,True,ok,train
bambam__813225360d__r0001__u009,bambam__813225360d__r0001,bambam,song,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__813225360d__r0001/bambam__813225360d__r0001__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__813225360d__r0001__u009.wav,151.40533333333335,161.88533333333334,10.47999999999999,-25.000001907348633,0.3426874279975891,0.0,0.13333333333333333,"Just beginning Until I know Ooh, ooh, ooh, ooh",True,ok,train
bambam__18ca5de837__r0002__u000,bambam__18ca5de837__r0002,bambam,song,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__18ca5de837__r0002/bambam__18ca5de837__r0002__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__18ca5de837__r0002__u000.wav,16.418666666666667,28.418666666666667,12.0,-25.0,0.32538390159606934,0.0,0.194675540765391,สายตาแบบเนี้ย คงดูเจ้าเล่บไป ท่าทางแบบเนี้ย คงดูไม่ค่อยน่าเชื่อใจ เธอยังสงสัยไหนตัว,True,ok,train
bambam__18ca5de837__r0002__u001,bambam__18ca5de837__r0002,bambam,song,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__18ca5de837__r0002/bambam__18ca5de837__r0002__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__18ca5de837__r0002__u001.wav,34.168,46.168,12.0,-25.0,0.33985045552253723,0.0,0.11980033277870217,ว่ากลางวันของหน้าตาดีหลายคน ไม่คงมีที่จริงใจเลยสักคน แต่ฉันไม่ใช่อย่างนั้น ทุกๆการกระทำ และคำพูดของฉันไม่มีเจื้อพร้อม ยอมโดนเครื่องจากก้อห่อ ด้วยคำพูด,True,ok,train
bambam__18ca5de837__r0002__u002,bambam__18ca5de837__r0002,bambam,song,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__18ca5de837__r0002/bambam__18ca5de837__r0002__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__18ca5de837__r0002__u002.wav,46.168,58.168,12.0,-25.0,0.2654642164707184,0.0,0.036605657237936774,ฉันทั้งหมด จะไม่ทำให้เธอผิดหวัง ถ้าเธอยังไม่เชื่อคำว่ารักที่บอก จะทำให้เธอได้เห็นว่าฉัน,True,ok,train
bambam__18ca5de837__r0002__u004,bambam__18ca5de837__r0002,bambam,song,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__18ca5de837__r0002/bambam__18ca5de837__r0002__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__18ca5de837__r0002__u004.wav,70.168,77.74666666666667,7.578666666666663,-25.000001907348633,0.24522365629673004,0.0,0.07387862796833773,I'm the Lord. I'm the Lord.,True,ok,train
bambam__18ca5de837__r0002__u005,bambam__18ca5de837__r0002,bambam,song,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__18ca5de837__r0002/bambam__18ca5de837__r0002__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__18ca5de837__r0002__u005.wav,78.60533333333333,90.60533333333333,12.0,-25.0,0.28449660539627075,0.0,0.15141430948419302,พี่ไม่ใช่คนหลอกหลวง พี่ไม่ใช่คนหล่อหลวง คำว่ารักมีความหมายตามที่ไม่ความ ที่ถึงจะมา,True,ok,train
bambam__18ca5de837__r0002__u006,bambam__18ca5de837__r0002,bambam,song,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__18ca5de837__r0002/bambam__18ca5de837__r0002__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__18ca5de837__r0002__u006.wav,90.60533333333333,102.60533333333333,12.0,-24.999998092651367,0.3321359157562256,0.0,0.17803660565723795,"You're the only one who's good, but you don't have a girlfriend If you don't have a girlfriend, your eyes will be closed I don't have anyone, you're the only one",True,ok,train
bambam__18ca5de837__r0002__u007,bambam__18ca5de837__r0002,bambam,song,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__18ca5de837__r0002/bambam__18ca5de837__r0002__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__18ca5de837__r0002__u007.wav,102.60533333333333,114.60533333333333,12.0,-25.0,0.3232256770133972,0.0,0.13643926788685523,มองเปิดใจ ถึงแม้ว่าของหน้าตาดีหลายคน ไม่ควรมีที่จริงใจเลยสักคน แต่ฉันไม่ใช่อย่างนั้น ทุกๆกันก็พัง และการพูดของฉันไม่มีเจื้อ,True,ok,val
bambam__18ca5de837__r0002__u008,bambam__18ca5de837__r0002,bambam,song,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__18ca5de837__r0002/bambam__18ca5de837__r0002__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__18ca5de837__r0002__u008.wav,114.60533333333333,126.60533333333333,12.0,-25.0,0.31134048104286194,0.0,0.064891846921797,ยอมโดนเครื่องจากก่อห่อ ด้วยคำผู้ชินทรัพย์ แต่ไม่ทำให้เธอเผ็บชั้น ทำให้ยังไม่เชื่อกับเวลาที่บอก,True,ok,train
bambam__18ca5de837__r0002__u009,bambam__18ca5de837__r0002,bambam,song,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__18ca5de837__r0002/bambam__18ca5de837__r0002__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__18ca5de837__r0002__u009.wav,126.60533333333333,138.60533333333333,12.0,-25.0,0.3776928782463074,0.0,0.09816971713810316,"That's how me today in Russia Oh baby, read my mind And I can't see the sun She made a deal",True,ok,train
bambam__18ca5de837__r0002__u010,bambam__18ca5de837__r0002,bambam,song,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__18ca5de837__r0002/bambam__18ca5de837__r0002__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__18ca5de837__r0002__u010.wav,138.60533333333333,149.70399999999998,11.098666666666645,-25.0,0.2719177007675171,0.0,0.08468468468468468,มีแค่หน้าตา เราเจอกทุกครั้งที่พูดว่าวาว ออกตลอด ทำให้รู้สึกกับเธอแบบนั้น ออกให้พูดว่าวาว,True,ok,train
bambam__18ca5de837__r0002__u011,bambam__18ca5de837__r0002,bambam,song,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__18ca5de837__r0002/bambam__18ca5de837__r0002__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__18ca5de837__r0002__u011.wav,150.54133333333334,160.83999999999997,10.298666666666634,-25.0,0.31817615032196045,0.0,0.1145631067961165,พี่ไม่ใช่คนหลอกลวง พี่ไม่ใช่คนหล่อลวง คนบอกรักมีความหมายตามที่มายกว่า,True,ok,train
bambam__18ca5de837__r0002__u013,bambam__18ca5de837__r0002,bambam,song,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__18ca5de837__r0002/bambam__18ca5de837__r0002__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__18ca5de837__r0002__u013.wav,174.47733333333335,186.47733333333335,12.0,-25.0,0.3025516867637634,0.0,0.056572379367720464,"ถ้าเธอยังไม่เชื่อคำว่าว่า ที่บอก จะทำให้เธอได้เห็นว่าฉัน มันไม่ได้หรอก Oh baby, read my mind",True,ok,train
bambam__18ca5de837__r0002__u014,bambam__18ca5de837__r0002,bambam,song,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__18ca5de837__r0002/bambam__18ca5de837__r0002__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__18ca5de837__r0002__u014.wav,186.47733333333335,198.47733333333335,12.0,-25.0,0.3010280728340149,0.0,0.06988352745424292,อ้ำเจ็ดของฉันสักที ฉันไม่ได้ดีแค่หนูต่อ เจ้าเจอทุกครั้งที่พูดว่าร้องตลอด ทำให้รู้สึกกับเธอแบบ,True,ok,train
bambam__18ca5de837__r0002__u015,bambam__18ca5de837__r0002,bambam,song,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__18ca5de837__r0002/bambam__18ca5de837__r0002__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__18ca5de837__r0002__u015.wav,202.68,212.46666666666667,9.786666666666662,-25.0,0.486391544342041,0.0,0.18775510204081633,พี่ไม่ใช่คนหลอกหลวง พี่ไม่ใช่คนหล่อหลวง คำว่ารัก ไม่เป็นไร แต่ว่าจริงไหม,True,ok,train
bambam__18ca5de837__r0002__u016,bambam__18ca5de837__r0002,bambam,song,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/02_vocals/uvr5/03_dereverb/bambam__18ca5de837__r0002/bambam__18ca5de837__r0002__dereverb.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__18ca5de837__r0002__u016.wav,213.68800000000002,225.68800000000002,12.0,-25.0,0.2963203489780426,0.0,0.059900166389351084,ถ้าเธอยังไม่เชื่อคำว่าเรา ที่บอก จะทำให้เธอได้เห็นว่าฉัน ไม่ได้หรอก Oh baby read my mind,True,ok,train
bambam__ac37f32228__r0003__u000,bambam__ac37f32228__r0003,bambam,speech,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/bambam/bambam__ac37f32228__r0003.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__ac37f32228__r0003__u000.wav,0.0,12.0,12.0,-25.0,0.6071304082870483,0.0,0.23460898502495842,ผมว่าการเป็นตัวของตัวเองนั่นแหละ คือมันเป็นเสน่ห์ที่ดีที่สุดแล้ว เบม ๆ เปลี่ยนไป เหมือนเป็นเบม ๆ ที่ไม่รู้จักเลย แล้วคนพวกนั้นเขาก็ออกไปหมด,True,ok,train
bambam__ac37f32228__r0003__u001,bambam__ac37f32228__r0003,bambam,speech,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/bambam/bambam__ac37f32228__r0003.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__ac37f32228__r0003__u001.wav,12.0,24.0,12.0,-25.0,0.5915853381156921,0.0,0.1713810316139767,แต่ว่ามันก็มีคนใหม่เข้ามาแทนที แต่พอเราเป็นของตัวเองเรื่อยๆ เพราะผมสบายใจกับการเป็นตัวเองมากขึ้น คนใหม่เขาก็จะเข้ามาเยอะขึ้น ๆ ๆ ๆ จนแบบว่ามันไม่เห็นที่ว่างของคนเก่า,True,ok,train
bambam__ac37f32228__r0003__u002,bambam__ac37f32228__r0003,bambam,speech,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/bambam/bambam__ac37f32228__r0003.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__ac37f32228__r0003__u002.wav,24.0,36.0,12.0,-25.0,0.6057402491569519,0.0,0.0,ออกไปแล้วครับผม,True,ok,train
bambam__ac37f32228__r0003__u003,bambam__ac37f32228__r0003,bambam,speech,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/bambam/bambam__ac37f32228__r0003.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__ac37f32228__r0003__u003.wav,36.0,48.0,12.0,-25.000001907348633,0.4470069408416748,0.0,0.18801996672212978,มันเป็นแชปเตอร์ใบที่แบบเริ่มต้นที่แบบว่าดีครับผม ผมแฮปปี้มากมากเลย ก็ใช่ครับ ยังไม่ได้หยุดเลย จริงๆ แฮปปี้,True,ok,train
bambam__ac37f32228__r0003__u004,bambam__ac37f32228__r0003,bambam,speech,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/bambam/bambam__ac37f32228__r0003.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__ac37f32228__r0003__u004.wav,48.0,60.0,12.0,-25.0,0.4234824478626251,0.0,0.2129783693843594,แล้วผมก็รู้สึกว่าผมกลับมาพร้อมกับหลายๆสิ่งที่เราอยากให้โลก อยากให้ประเทศไทยได้เห็นมานานแล้ว แล้วกลับมารอบนี้แล้วเหมือนได้เอาไอ้ก้อนนี้,True,ok,train
bambam__ac37f32228__r0003__u005,bambam__ac37f32228__r0003,bambam,speech,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/bambam/bambam__ac37f32228__r0003.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__ac37f32228__r0003__u005.wav,60.0,72.0,12.0,-25.0,0.6086032390594482,0.0,0.21797004991680533,ให้ทุกคนได้เห็นสักทีมันก็แบบสบายใจดีครับผม แล้วก็พอได้เห็น feedback หลายๆ อย่าง แบบว่าที่แบบมันดีกว่าที่ผมวางเอาไว้ครับผม กลับมาแบบนี้ก็เหมือนแบบ,True,ok,train
bambam__ac37f32228__r0003__u006,bambam__ac37f32228__r0003,bambam,speech,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/bambam/bambam__ac37f32228__r0003.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__ac37f32228__r0003__u006.wav,72.0,84.0,12.0,-25.0,0.5218544006347656,0.0,0.18302828618968386,เหมือนได้กำลังใจของผม ผมว่า ไม่รู้สิ ผมว่ามันก็น่าจะสนุก,True,ok,train
